Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
01/06/2021,KEPULAUAN RIAU,227,22,195,10,17054,13102,361,3591
02/06/2021,KEPULAUAN RIAU,351,8,42,301,17405,13144,369,3892
03/06/2021,KEPULAUAN RIAU,217,13,120,84,17622,13264,382,3976
04/06/2021,KEPULAUAN RIAU,200,0,120,80,17822,13384,382,4056
05/06/2021,KEPULAUAN RIAU,372,2,332,38,18194,13716,384,4094
06/06/2021,KEPULAUAN RIAU,273,2,9,262,18467,13725,386,4356
07/06/2021,KEPULAUAN RIAU,151,0,27,124,18618,13752,386,4480
08/06/2021,KEPULAUAN RIAU,218,1,426,-209,18836,14178,387,4271
09/06/2021,KEPULAUAN RIAU,407,17,430,-40,19243,14608,404,4231
10/06/2021,KEPULAUAN RIAU,307,0,293,14,19550,14901,404,4245
11/06/2021,KEPULAUAN RIAU,300,4,288,8,19850,15189,408,4253
12/06/2021,KEPULAUAN RIAU,282,1,970,-689,20132,16159,409,3564
13/06/2021,KEPULAUAN RIAU,215,0,356,-141,20347,16515,409,3423
29/03/2020,KALIMANTAN BARAT,7,0,2,5,7,2,0,5
30/03/2020,KALIMANTAN BARAT,1,0,0,1,8,2,0,6
31/03/2020,KALIMANTAN BARAT,0,0,0,0,8,2,0,6
01/04/2020,KALIMANTAN BARAT,1,0,0,1,9,2,0,7
02/04/2020,KALIMANTAN BARAT,0,1,0,-1,9,2,1,6
03/04/2020,KALIMANTAN BARAT,0,0,0,0,9,2,1,6
04/04/2020,KALIMANTAN BARAT,0,0,0,0,9,2,1,6
05/04/2020,KALIMANTAN BARAT,0,0,0,0,9,2,1,6
06/04/2020,KALIMANTAN BARAT,0,0,0,0,9,2,1,6
07/04/2020,KALIMANTAN BARAT,1,0,1,0,10,3,1,6
08/04/2020,KALIMANTAN BARAT,0,0,0,0,10,3,1,6
09/04/2020,KALIMANTAN BARAT,0,0,0,0,10,3,1,6
10/04/2020,KALIMANTAN BARAT,0,0,0,0,10,3,1,6
11/04/2020,KALIMANTAN BARAT,0,0,0,0,10,3,1,6
12/04/2020,KALIMANTAN BARAT,3,0,0,3,13,3,1,9
13/04/2020,KALIMANTAN BARAT,0,0,0,0,13,3,1,9
14/04/2020,KALIMANTAN BARAT,0,0,2,-2,13,5,1,7
15/04/2020,KALIMANTAN BARAT,0,0,0,0,13,5,1,7
16/04/2020,KALIMANTAN BARAT,8,0,0,8,21,5,1,15
17/04/2020,KALIMANTAN BARAT,0,0,0,0,21,5,1,15
18/04/2020,KALIMANTAN BARAT,0,0,0,0,21,5,1,15
19/04/2020,KALIMANTAN BARAT,0,0,0,0,21,5,1,15
20/04/2020,KALIMANTAN BARAT,0,0,0,0,21,5,1,15
21/04/2020,KALIMANTAN BARAT,6,0,1,5,27,6,1,20
22/04/2020,KALIMANTAN BARAT,4,0,1,3,31,7,1,23
23/04/2020,KALIMANTAN BARAT,19,0,0,19,50,7,1,42
24/04/2020,KALIMANTAN BARAT,0,0,0,0,50,7,1,42
25/04/2020,KALIMANTAN BARAT,1,0,0,1,51,7,1,43
26/04/2020,KALIMANTAN BARAT,0,0,0,0,51,7,1,43
27/04/2020,KALIMANTAN BARAT,0,0,0,0,51,7,1,43
28/04/2020,KALIMANTAN BARAT,0,0,0,0,51,7,1,43
29/04/2020,KALIMANTAN BARAT,7,0,0,7,58,7,1,50
30/04/2020,KALIMANTAN BARAT,0,0,0,0,58,7,1,50
01/05/2020,KALIMANTAN BARAT,3,0,0,3,61,7,1,53
02/05/2020,KALIMANTAN BARAT,7,0,0,7,68,7,1,60
03/05/2020,KALIMANTAN BARAT,2,0,0,2,70,7,1,62
04/05/2020,KALIMANTAN BARAT,3,0,0,3,73,7,1,65
05/05/2020,KALIMANTAN BARAT,0,0,0,0,73,7,1,65
06/05/2020,KALIMANTAN BARAT,17,0,3,14,90,10,1,79
07/05/2020,KALIMANTAN BARAT,5,0,0,5,95,10,1,84
08/05/2020,KALIMANTAN BARAT,0,0,0,0,95,10,1,84
09/05/2020,KALIMANTAN BARAT,23,0,0,23,118,10,1,107
10/05/2020,KALIMANTAN BARAT,2,0,0,2,120,10,1,109
11/05/2020,KALIMANTAN BARAT,0,0,0,0,120,10,1,109
12/05/2020,KALIMANTAN BARAT,3,0,9,-6,123,19,1,103
13/05/2020,KALIMANTAN BARAT,6,1,2,3,129,21,2,106
14/05/2020,KALIMANTAN BARAT,0,0,0,0,129,21,2,106
15/05/2020,KALIMANTAN BARAT,0,0,0,0,129,21,2,106
16/05/2020,KALIMANTAN BARAT,2,0,0,2,131,21,2,108
17/05/2020,KALIMANTAN BARAT,1,0,2,-1,132,23,2,107
18/05/2020,KALIMANTAN BARAT,0,0,8,-8,132,31,2,99
19/05/2020,KALIMANTAN BARAT,0,0,0,0,132,31,2,99
20/05/2020,KALIMANTAN BARAT,0,0,0,0,132,31,2,99
21/05/2020,KALIMANTAN BARAT,1,0,5,-4,133,36,2,95
22/05/2020,KALIMANTAN BARAT,7,0,1,6,140,37,2,101
23/05/2020,KALIMANTAN BARAT,28,0,0,28,168,37,2,129
24/05/2020,KALIMANTAN BARAT,0,0,0,0,168,37,2,129
25/05/2020,KALIMANTAN BARAT,7,0,5,2,175,42,2,131
26/05/2020,KALIMANTAN BARAT,1,0,1,0,176,43,2,131
27/05/2020,KALIMANTAN BARAT,7,0,0,7,183,43,2,138
28/05/2020,KALIMANTAN BARAT,1,0,0,1,184,43,2,139
29/05/2020,KALIMANTAN BARAT,0,0,3,-3,184,46,2,136
30/05/2020,KALIMANTAN BARAT,0,0,0,0,184,46,2,136
31/05/2020,KALIMANTAN BARAT,5,0,5,0,189,51,2,136
01/06/2020,KALIMANTAN BARAT,7,0,3,4,196,54,2,140
02/06/2020,KALIMANTAN BARAT,0,0,0,0,196,54,2,140
03/06/2020,KALIMANTAN BARAT,6,0,24,-18,202,78,2,122
04/06/2020,KALIMANTAN BARAT,0,0,15,-15,202,93,2,107
05/06/2020,KALIMANTAN BARAT,3,0,15,-12,205,108,2,95
06/06/2020,KALIMANTAN BARAT,5,0,5,0,210,113,2,95
07/06/2020,KALIMANTAN BARAT,0,0,0,0,210,113,2,95
08/06/2020,KALIMANTAN BARAT,0,0,3,-3,210,116,2,92
09/06/2020,KALIMANTAN BARAT,24,0,1,23,234,117,2,115
10/06/2020,KALIMANTAN BARAT,11,0,20,-9,245,137,2,106
11/06/2020,KALIMANTAN BARAT,0,0,7,-7,245,144,2,99
12/06/2020,KALIMANTAN BARAT,22,0,1,21,267,145,2,120
13/06/2020,KALIMANTAN BARAT,0,0,4,-4,267,149,2,116
14/06/2020,KALIMANTAN BARAT,1,0,9,-8,268,158,2,108
15/06/2020,KALIMANTAN BARAT,0,0,7,-7,268,165,2,101
16/06/2020,KALIMANTAN BARAT,2,0,1,1,270,166,2,102
17/06/2020,KALIMANTAN BARAT,12,0,0,12,282,166,2,114
18/06/2020,KALIMANTAN BARAT,0,0,6,-6,282,172,2,108
19/06/2020,KALIMANTAN BARAT,14,0,13,1,296,185,2,109
20/06/2020,KALIMANTAN BARAT,2,0,9,-7,298,194,2,102
21/06/2020,KALIMANTAN BARAT,0,0,21,-21,298,215,2,81
22/06/2020,KALIMANTAN BARAT,0,0,3,-3,298,218,2,78
23/06/2020,KALIMANTAN BARAT,15,0,4,11,313,222,2,89
24/06/2020,KALIMANTAN BARAT,0,0,5,-5,313,227,2,84
25/06/2020,KALIMANTAN BARAT,0,0,7,-7,313,234,2,77
26/06/2020,KALIMANTAN BARAT,0,0,6,-6,313,240,2,71
27/06/2020,KALIMANTAN BARAT,8,0,10,-2,321,250,2,69
28/06/2020,KALIMANTAN BARAT,0,0,8,-8,321,258,2,61
29/06/2020,KALIMANTAN BARAT,0,0,4,-4,321,262,2,57
30/06/2020,KALIMANTAN BARAT,0,0,5,-5,321,267,2,52
01/07/2020,KALIMANTAN BARAT,15,0,3,12,336,270,2,64
02/07/2020,KALIMANTAN BARAT,0,0,0,0,336,270,2,64
03/07/2020,KALIMANTAN BARAT,0,0,6,-6,336,276,2,58
04/07/2020,KALIMANTAN BARAT,0,0,4,-4,336,280,2,54
05/07/2020,KALIMANTAN BARAT,3,0,19,-16,339,299,2,38
06/07/2020,KALIMANTAN BARAT,0,0,0,0,339,299,2,38
07/07/2020,KALIMANTAN BARAT,5,0,5,0,344,304,2,38
08/07/2020,KALIMANTAN BARAT,0,0,1,-1,344,305,2,37
09/07/2020,KALIMANTAN BARAT,3,0,2,1,347,307,2,38
10/07/2020,KALIMANTAN BARAT,0,0,0,0,347,307,2,38
11/07/2020,KALIMANTAN BARAT,0,0,19,-19,347,326,2,19
12/07/2020,KALIMANTAN BARAT,3,0,0,3,350,326,2,22
13/07/2020,KALIMANTAN BARAT,5,0,1,4,355,327,2,26
14/07/2020,KALIMANTAN BARAT,0,0,12,-12,355,339,2,14
15/07/2020,KALIMANTAN BARAT,0,0,0,0,355,339,2,14
16/07/2020,KALIMANTAN BARAT,4,0,1,3,359,340,2,17
17/07/2020,KALIMANTAN BARAT,0,0,0,0,359,340,2,17
18/07/2020,KALIMANTAN BARAT,0,0,6,-6,359,346,2,11
19/07/2020,KALIMANTAN BARAT,0,0,4,-4,359,350,2,7
20/07/2020,KALIMANTAN BARAT,0,0,0,0,359,350,2,7
21/07/2020,KALIMANTAN BARAT,0,0,0,0,359,350,2,7
22/07/2020,KALIMANTAN BARAT,0,0,4,-4,359,354,2,3
23/07/2020,KALIMANTAN BARAT,0,0,0,0,359,354,2,3
24/07/2020,KALIMANTAN BARAT,0,0,0,0,359,354,2,3
25/07/2020,KALIMANTAN BARAT,6,0,0,6,365,354,2,9
26/07/2020,KALIMANTAN BARAT,0,0,0,0,365,354,2,9
27/07/2020,KALIMANTAN BARAT,0,0,0,0,365,354,2,9
28/07/2020,KALIMANTAN BARAT,16,0,0,16,381,354,2,25
29/07/2020,KALIMANTAN BARAT,0,0,0,0,381,354,2,25
30/07/2020,KALIMANTAN BARAT,0,0,0,0,381,354,2,25
31/07/2020,KALIMANTAN BARAT,6,0,0,6,387,354,2,31
01/08/2020,KALIMANTAN BARAT,0,0,0,0,387,354,2,31
02/08/2020,KALIMANTAN BARAT,0,0,0,0,387,354,2,31
03/08/2020,KALIMANTAN BARAT,0,0,0,0,387,354,2,31
04/08/2020,KALIMANTAN BARAT,0,0,16,-16,387,370,2,15
05/08/2020,KALIMANTAN BARAT,0,0,0,0,387,370,2,15
06/08/2020,KALIMANTAN BARAT,7,0,0,7,394,370,2,22
07/08/2020,KALIMANTAN BARAT,3,0,3,0,397,373,2,22
08/08/2020,KALIMANTAN BARAT,0,0,0,0,397,373,2,22
09/08/2020,KALIMANTAN BARAT,13,0,6,7,410,379,2,29
10/08/2020,KALIMANTAN BARAT,6,0,0,6,416,379,2,35
11/08/2020,KALIMANTAN BARAT,4,0,0,4,420,379,2,39
12/08/2020,KALIMANTAN BARAT,9,0,0,9,429,379,2,48
13/08/2020,KALIMANTAN BARAT,10,0,18,-8,439,397,2,40
14/08/2020,KALIMANTAN BARAT,5,0,1,4,444,398,2,44
15/08/2020,KALIMANTAN BARAT,3,0,6,-3,447,404,2,41
16/08/2020,KALIMANTAN BARAT,0,0,2,-2,447,406,2,39
17/08/2020,KALIMANTAN BARAT,0,0,0,0,447,406,2,39
18/08/2020,KALIMANTAN BARAT,5,0,2,3,452,408,2,42
19/08/2020,KALIMANTAN BARAT,4,0,1,3,456,409,2,45
20/08/2020,KALIMANTAN BARAT,15,0,14,1,471,423,2,46
21/08/2020,KALIMANTAN BARAT,29,0,0,29,500,423,2,75
22/08/2020,KALIMANTAN BARAT,33,0,5,28,533,428,2,103
23/08/2020,KALIMANTAN BARAT,33,0,19,14,566,447,2,117
24/08/2020,KALIMANTAN BARAT,12,0,0,12,578,447,2,129
25/08/2020,KALIMANTAN BARAT,27,0,0,27,605,447,2,156
26/08/2020,KALIMANTAN BARAT,0,0,20,-20,605,467,2,136
27/08/2020,KALIMANTAN BARAT,6,0,41,-35,611,508,2,101
28/08/2020,KALIMANTAN BARAT,0,0,0,0,611,508,2,101
29/08/2020,KALIMANTAN BARAT,16,0,31,-15,627,539,2,86
30/08/2020,KALIMANTAN BARAT,18,1,0,17,645,539,3,103
31/08/2020,KALIMANTAN BARAT,0,0,17,-17,645,556,3,86
01/09/2020,KALIMANTAN BARAT,8,0,0,8,653,556,3,94
02/09/2020,KALIMANTAN BARAT,6,0,21,-15,659,577,3,79
03/09/2020,KALIMANTAN BARAT,15,0,10,5,674,587,3,84
04/09/2020,KALIMANTAN BARAT,11,0,12,-1,685,599,3,83
05/09/2020,KALIMANTAN BARAT,6,1,14,-9,691,613,4,74
06/09/2020,KALIMANTAN BARAT,13,0,0,13,704,613,4,87
07/09/2020,KALIMANTAN BARAT,0,0,0,0,704,613,4,87
08/09/2020,KALIMANTAN BARAT,7,0,5,2,711,618,4,89
09/09/2020,KALIMANTAN BARAT,12,0,2,10,723,620,4,99
10/09/2020,KALIMANTAN BARAT,5,0,0,5,728,620,4,104
11/09/2020,KALIMANTAN BARAT,8,0,23,-15,736,643,4,89
12/09/2020,KALIMANTAN BARAT,11,0,3,8,747,646,4,97
13/09/2020,KALIMANTAN BARAT,7,0,2,5,754,648,4,102
14/09/2020,KALIMANTAN BARAT,26,0,6,20,780,654,4,122
15/09/2020,KALIMANTAN BARAT,4,1,0,3,784,654,5,125
16/09/2020,KALIMANTAN BARAT,19,0,11,8,803,665,5,133
17/09/2020,KALIMANTAN BARAT,22,0,4,18,825,669,5,151
18/09/2020,KALIMANTAN BARAT,15,0,11,4,840,680,5,155
19/09/2020,KALIMANTAN BARAT,21,0,9,12,861,689,5,167
20/09/2020,KALIMANTAN BARAT,6,0,15,-9,867,704,5,158
21/09/2020,KALIMANTAN BARAT,1,0,15,-14,868,719,5,144
22/09/2020,KALIMANTAN BARAT,11,0,0,11,879,719,5,155
23/09/2020,KALIMANTAN BARAT,6,1,2,3,885,721,6,158
24/09/2020,KALIMANTAN BARAT,16,0,7,9,901,728,6,167
25/09/2020,KALIMANTAN BARAT,34,0,40,-6,935,768,6,161
26/09/2020,KALIMANTAN BARAT,11,0,11,0,946,779,6,161
27/09/2020,KALIMANTAN BARAT,11,1,9,1,957,788,7,162
28/09/2020,KALIMANTAN BARAT,0,0,0,0,957,788,7,162
29/09/2020,KALIMANTAN BARAT,17,0,19,-2,974,807,7,160
30/09/2020,KALIMANTAN BARAT,8,0,2,6,982,809,7,166
01/10/2020,KALIMANTAN BARAT,29,0,14,15,1011,823,7,181
02/10/2020,KALIMANTAN BARAT,6,0,18,-12,1017,841,7,169
03/10/2020,KALIMANTAN BARAT,6,0,5,1,1023,846,7,170
04/10/2020,KALIMANTAN BARAT,19,0,19,0,1042,865,7,170
05/10/2020,KALIMANTAN BARAT,2,0,0,2,1044,865,7,172
06/10/2020,KALIMANTAN BARAT,41,0,8,33,1085,873,7,205
07/10/2020,KALIMANTAN BARAT,10,0,4,6,1095,877,7,211
08/10/2020,KALIMANTAN BARAT,13,0,1,12,1108,878,7,223
09/10/2020,KALIMANTAN BARAT,28,0,30,-2,1136,908,7,221
10/10/2020,KALIMANTAN BARAT,80,0,7,73,1216,915,7,294
11/10/2020,KALIMANTAN BARAT,81,0,43,38,1297,958,7,332
12/10/2020,KALIMANTAN BARAT,0,0,0,0,1297,958,7,332
13/10/2020,KALIMANTAN BARAT,14,0,66,-52,1311,1024,7,280
14/10/2020,KALIMANTAN BARAT,17,0,55,-38,1328,1079,7,242
15/10/2020,KALIMANTAN BARAT,29,0,57,-28,1357,1136,7,214
16/10/2020,KALIMANTAN BARAT,25,0,52,-27,1382,1188,7,187
17/10/2020,KALIMANTAN BARAT,31,0,35,-4,1413,1223,7,183
18/10/2020,KALIMANTAN BARAT,15,1,3,11,1428,1226,8,194
19/10/2020,KALIMANTAN BARAT,0,0,0,0,1428,1226,8,194
20/10/2020,KALIMANTAN BARAT,23,0,28,-5,1451,1254,8,189
21/10/2020,KALIMANTAN BARAT,0,0,0,0,1451,1254,8,189
22/10/2020,KALIMANTAN BARAT,46,0,12,34,1497,1266,8,223
23/10/2020,KALIMANTAN BARAT,31,0,15,16,1528,1281,8,239
24/10/2020,KALIMANTAN BARAT,36,0,6,30,1564,1287,8,269
25/10/2020,KALIMANTAN BARAT,0,0,0,0,1564,1287,8,269
26/10/2020,KALIMANTAN BARAT,13,2,12,-1,1577,1299,10,268
27/10/2020,KALIMANTAN BARAT,29,0,6,23,1606,1305,10,291
28/10/2020,KALIMANTAN BARAT,14,4,22,-12,1620,1327,14,279
29/10/2020,KALIMANTAN BARAT,13,1,0,12,1633,1327,15,291
30/10/2020,KALIMANTAN BARAT,17,3,5,9,1650,1332,18,300
31/10/2020,KALIMANTAN BARAT,5,0,5,0,1655,1337,18,300
01/11/2020,KALIMANTAN BARAT,22,1,0,21,1677,1337,19,321
02/11/2020,KALIMANTAN BARAT,0,0,0,0,1677,1337,19,321
03/11/2020,KALIMANTAN BARAT,35,1,3,31,1712,1340,20,352
04/11/2020,KALIMANTAN BARAT,19,0,7,12,1731,1347,20,364
05/11/2020,KALIMANTAN BARAT,60,0,7,53,1791,1354,20,417
06/11/2020,KALIMANTAN BARAT,79,0,49,30,1870,1403,20,447
07/11/2020,KALIMANTAN BARAT,83,0,6,77,1953,1409,20,524
08/11/2020,KALIMANTAN BARAT,36,0,25,11,1989,1434,20,535
09/11/2020,KALIMANTAN BARAT,0,0,1,-1,1989,1435,20,534
10/11/2020,KALIMANTAN BARAT,0,0,0,0,1989,1435,20,534
11/11/2020,KALIMANTAN BARAT,33,0,22,11,2022,1457,20,545
12/11/2020,KALIMANTAN BARAT,13,0,12,1,2035,1469,20,546
13/11/2020,KALIMANTAN BARAT,13,0,15,-2,2048,1484,20,544
14/11/2020,KALIMANTAN BARAT,12,0,15,-3,2060,1499,20,541
15/11/2020,KALIMANTAN BARAT,13,0,13,0,2073,1512,20,541
16/11/2020,KALIMANTAN BARAT,9,0,20,-11,2082,1532,20,530
17/11/2020,KALIMANTAN BARAT,38,0,15,23,2120,1547,20,553
18/11/2020,KALIMANTAN BARAT,39,0,11,28,2159,1558,20,581
19/11/2020,KALIMANTAN BARAT,28,0,10,18,2187,1568,20,599
20/11/2020,KALIMANTAN BARAT,34,0,26,8,2221,1594,20,607
21/11/2020,KALIMANTAN BARAT,10,0,23,-13,2231,1617,20,594
22/11/2020,KALIMANTAN BARAT,16,0,32,-16,2247,1649,20,578
23/11/2020,KALIMANTAN BARAT,10,0,21,-11,2257,1670,20,567
24/11/2020,KALIMANTAN BARAT,31,0,60,-29,2288,1730,20,538
25/11/2020,KALIMANTAN BARAT,24,0,53,-29,2312,1783,20,509
26/11/2020,KALIMANTAN BARAT,10,0,38,-28,2322,1821,20,481
27/11/2020,KALIMANTAN BARAT,29,0,63,-34,2351,1884,20,447
28/11/2020,KALIMANTAN BARAT,27,0,36,-9,2378,1920,20,438
29/11/2020,KALIMANTAN BARAT,27,0,61,-34,2405,1981,20,404
30/11/2020,KALIMANTAN BARAT,0,0,0,0,2405,1981,20,404
01/12/2020,KALIMANTAN BARAT,33,0,55,-22,2438,2036,20,382
02/12/2020,KALIMANTAN BARAT,23,0,56,-33,2461,2092,20,349
03/12/2020,KALIMANTAN BARAT,24,0,59,-35,2485,2151,20,314
04/12/2020,KALIMANTAN BARAT,34,0,57,-23,2519,2208,20,291
05/12/2020,KALIMANTAN BARAT,32,1,24,7,2551,2232,21,298
06/12/2020,KALIMANTAN BARAT,0,0,31,-31,2551,2263,21,267
07/12/2020,KALIMANTAN BARAT,30,1,0,29,2581,2263,22,296
08/12/2020,KALIMANTAN BARAT,25,0,16,9,2606,2279,22,305
09/12/2020,KALIMANTAN BARAT,57,0,40,17,2663,2319,22,322
10/12/2020,KALIMANTAN BARAT,25,0,27,-2,2688,2346,22,320
11/12/2020,KALIMANTAN BARAT,28,0,30,-2,2716,2376,22,318
12/12/2020,KALIMANTAN BARAT,28,0,23,5,2744,2399,22,323
13/12/2020,KALIMANTAN BARAT,21,0,24,-3,2765,2423,22,320
14/12/2020,KALIMANTAN BARAT,11,0,0,11,2776,2423,22,331
15/12/2020,KALIMANTAN BARAT,13,1,29,-17,2789,2452,23,314
16/12/2020,KALIMANTAN BARAT,34,0,24,10,2823,2476,23,324
17/12/2020,KALIMANTAN BARAT,37,0,12,25,2860,2488,23,349
18/12/2020,KALIMANTAN BARAT,31,0,13,18,2891,2501,23,367
19/12/2020,KALIMANTAN BARAT,36,0,15,21,2927,2516,23,388
20/12/2020,KALIMANTAN BARAT,23,0,16,7,2950,2532,23,395
21/12/2020,KALIMANTAN BARAT,0,0,0,0,2950,2532,23,395
22/12/2020,KALIMANTAN BARAT,19,1,23,-5,2969,2555,24,390
23/12/2020,KALIMANTAN BARAT,22,0,24,-2,2991,2579,24,388
24/12/2020,KALIMANTAN BARAT,26,0,24,2,3017,2603,24,390
25/12/2020,KALIMANTAN BARAT,22,0,23,-1,3039,2626,24,389
26/12/2020,KALIMANTAN BARAT,0,0,0,0,3039,2626,24,389
27/12/2020,KALIMANTAN BARAT,17,0,21,-4,3056,2647,24,385
28/12/2020,KALIMANTAN BARAT,0,0,0,0,3056,2647,24,385
29/12/2020,KALIMANTAN BARAT,22,1,24,-3,3078,2671,25,382
30/12/2020,KALIMANTAN BARAT,15,0,37,-22,3093,2708,25,360
31/12/2020,KALIMANTAN BARAT,25,0,33,-8,3118,2741,25,352
01/01/2021,KALIMANTAN BARAT,18,0,60,-42,3136,2801,25,310
02/01/2021,KALIMANTAN BARAT,0,0,0,0,3136,2801,25,310
03/01/2021,KALIMANTAN BARAT,24,0,52,-28,3160,2853,25,282
04/01/2021,KALIMANTAN BARAT,0,0,0,0,3160,2853,25,282
05/01/2021,KALIMANTAN BARAT,29,1,26,2,3189,2879,26,284
06/01/2021,KALIMANTAN BARAT,24,0,38,-14,3213,2917,26,270
07/01/2021,KALIMANTAN BARAT,26,0,35,-9,3239,2952,26,261
08/01/2021,KALIMANTAN BARAT,33,0,28,5,3272,2980,26,266
09/01/2021,KALIMANTAN BARAT,47,0,22,25,3319,3002,26,291
10/01/2021,KALIMANTAN BARAT,29,0,31,-2,3348,3033,26,289
11/01/2021,KALIMANTAN BARAT,0,0,0,0,3348,3033,26,289
12/01/2021,KALIMANTAN BARAT,35,0,29,6,3383,3062,26,295
13/01/2021,KALIMANTAN BARAT,33,0,30,3,3416,3092,26,298
14/01/2021,KALIMANTAN BARAT,25,0,23,2,3441,3115,26,300
15/01/2021,KALIMANTAN BARAT,34,0,25,9,3475,3140,26,309
16/01/2021,KALIMANTAN BARAT,56,0,29,27,3531,3169,26,336
17/01/2021,KALIMANTAN BARAT,26,0,35,-9,3557,3204,26,327
18/01/2021,KALIMANTAN BARAT,0,0,0,0,3557,3204,26,327
19/01/2021,KALIMANTAN BARAT,45,0,33,12,3602,3237,26,339
20/01/2021,KALIMANTAN BARAT,32,0,28,4,3634,3265,26,343
21/01/2021,KALIMANTAN BARAT,25,0,30,-5,3659,3295,26,338
22/01/2021,KALIMANTAN BARAT,49,0,26,23,3708,3321,26,361
23/01/2021,KALIMANTAN BARAT,37,0,20,17,3745,3341,26,378
24/01/2021,KALIMANTAN BARAT,20,0,21,-1,3765,3362,26,377
25/01/2021,KALIMANTAN BARAT,0,1,0,-1,3765,3362,27,376
26/01/2021,KALIMANTAN BARAT,33,0,28,5,3798,3390,27,381
27/01/2021,KALIMANTAN BARAT,31,0,29,2,3829,3419,27,383
28/01/2021,KALIMANTAN BARAT,13,0,20,-7,3842,3439,27,376
29/01/2021,KALIMANTAN BARAT,31,0,16,15,3873,3455,27,391
30/01/2021,KALIMANTAN BARAT,41,1,31,9,3914,3486,28,400
31/01/2021,KALIMANTAN BARAT,18,0,35,-17,3932,3521,28,383
01/02/2021,KALIMANTAN BARAT,0,0,0,0,3932,3521,28,383
02/02/2021,KALIMANTAN BARAT,37,0,34,3,3969,3555,28,386
03/02/2021,KALIMANTAN BARAT,27,0,29,-2,3996,3584,28,384
04/02/2021,KALIMANTAN BARAT,33,0,31,2,4029,3615,28,386
05/02/2021,KALIMANTAN BARAT,25,0,40,-15,4054,3655,28,371
06/02/2021,KALIMANTAN BARAT,42,0,31,11,4096,3686,28,382
07/02/2021,KALIMANTAN BARAT,23,1,39,-17,4119,3725,29,365
08/02/2021,KALIMANTAN BARAT,0,0,0,0,4119,3725,29,365
09/02/2021,KALIMANTAN BARAT,35,1,28,6,4154,3753,30,371
10/02/2021,KALIMANTAN BARAT,19,0,44,-25,4173,3797,30,346
11/02/2021,KALIMANTAN BARAT,27,0,26,1,4200,3823,30,347
12/02/2021,KALIMANTAN BARAT,33,0,27,6,4233,3850,30,353
13/02/2021,KALIMANTAN BARAT,10,0,23,-13,4243,3873,30,340
14/02/2021,KALIMANTAN BARAT,19,0,16,3,4262,3889,30,343
15/02/2021,KALIMANTAN BARAT,0,0,0,0,4262,3889,30,343
16/02/2021,KALIMANTAN BARAT,37,0,0,37,4299,3889,30,380
17/02/2021,KALIMANTAN BARAT,26,0,0,26,4325,3889,30,406
18/02/2021,KALIMANTAN BARAT,32,0,11,21,4357,3900,30,427
19/02/2021,KALIMANTAN BARAT,26,0,99,-73,4383,3999,30,354
20/02/2021,KALIMANTAN BARAT,35,1,16,18,4418,4015,31,372
21/02/2021,KALIMANTAN BARAT,30,0,21,9,4448,4036,31,381
22/02/2021,KALIMANTAN BARAT,0,0,0,0,4448,4036,31,381
23/02/2021,KALIMANTAN BARAT,28,0,41,-13,4476,4077,31,368
24/02/2021,KALIMANTAN BARAT,27,0,17,10,4503,4094,31,378
25/02/2021,KALIMANTAN BARAT,32,0,27,5,4535,4121,31,383
26/02/2021,KALIMANTAN BARAT,39,0,22,17,4574,4143,31,400
27/02/2021,KALIMANTAN BARAT,27,0,25,2,4601,4168,31,402
28/02/2021,KALIMANTAN BARAT,39,0,27,12,4640,4195,31,414
01/03/2021,KALIMANTAN BARAT,0,0,0,0,4640,4195,31,414
02/03/2021,KALIMANTAN BARAT,22,0,25,-3,4662,4220,31,411
03/03/2021,KALIMANTAN BARAT,34,0,42,-8,4696,4262,31,403
04/03/2021,KALIMANTAN BARAT,41,0,21,20,4737,4283,31,423
05/03/2021,KALIMANTAN BARAT,29,0,30,-1,4766,4313,31,422
06/03/2021,KALIMANTAN BARAT,73,0,26,47,4839,4339,31,469
07/03/2021,KALIMANTAN BARAT,67,0,20,47,4906,4359,31,516
08/03/2021,KALIMANTAN BARAT,0,0,0,0,4906,4359,31,516
09/03/2021,KALIMANTAN BARAT,50,0,44,6,4956,4403,31,522
10/03/2021,KALIMANTAN BARAT,43,0,24,19,4999,4427,31,541
11/03/2021,KALIMANTAN BARAT,42,0,24,18,5041,4451,31,559
12/03/2021,KALIMANTAN BARAT,23,0,32,-9,5064,4483,31,550
13/03/2021,KALIMANTAN BARAT,84,0,27,57,5148,4510,31,607
14/03/2021,KALIMANTAN BARAT,97,0,49,48,5245,4559,31,655
15/03/2021,KALIMANTAN BARAT,0,0,0,0,5245,4559,31,655
16/03/2021,KALIMANTAN BARAT,82,0,34,48,5327,4593,31,703
17/03/2021,KALIMANTAN BARAT,79,0,31,48,5406,4624,31,751
18/03/2021,KALIMANTAN BARAT,51,0,46,5,5457,4670,31,756
19/03/2021,KALIMANTAN BARAT,30,0,58,-28,5487,4728,31,728
20/03/2021,KALIMANTAN BARAT,40,1,64,-25,5527,4792,32,703
21/03/2021,KALIMANTAN BARAT,39,0,53,-14,5566,4845,32,689
22/03/2021,KALIMANTAN BARAT,0,0,0,0,5566,4845,32,689
23/03/2021,KALIMANTAN BARAT,39,0,53,-14,5605,4898,32,675
